,6 or higher counts,5 : 6 counts,4 : 5 counts,3 : 4 counts,2 : 3 counts,1 : 2 counts,0 : 1 counts,0 : -1 counts,-1 : -2 counts,-2 : -3 counts,-3 : -4 counts,-4 : -5 counts,-5 : -6 counts,-6 or lower counts
0,16751,8757,12384,12519,9624,6052,4177,2452,2149,1462,1144,847,490,336
