,6 or higher counts,5 : 6 counts,4 : 5 counts,3 : 4 counts,2 : 3 counts,1 : 2 counts,0 : 1 counts,0 : -1 counts,-1 : -2 counts,-2 : -3 counts,-3 : -4 counts,-4 : -5 counts,-5 : -6 counts,-6 or lower counts
0,28,19,81,489,2975,13909,25200,18837,6852,1319,343,91,57,14
