author,score
"Norris, Kathleen Thompson, 1880-1966; Gilbert, C. Allan [Illustrator]",0.30611385568215016
"Norris, W. E. (William Edward), 1847-1925 [Contributor]; Oliphant, Laurence, 1829-1888 [Contributor]; Payn, James, 1830-1898 [Contributor]; Robinson, A. Mary F. (Agnes Mary Frances), 1857-1944 [Contributor]; Trollope, Anthony, 1815-1882 [Contributor]",0.4242943058843192
"Olcott, Frances Jenkins, 1872-1963",-0.18354561749626594
"Oppenheim, E. Phillips (Edward Phillips), 1866-1946",0.2659819201617881
"Page, Thomas Nelson, 1853-1922",0.7374114309038433
"Paterson, A. B. (Andrew Barton), 1864-1941",-0.10418951851981041
"Patterson, J. G",-0.5270955721537268
"Payne, John, 1842-1916 [Translator]",-0.04869486407229773
"Peacock, Thomas Love, 1785-1866",0.6959219893364055
"Peattie, Elia Wilkinson, 1862-1935",0.6262623874508602
"Pedler, Margaret, -1948",0.40992225110530844
"Plato, 427? BCE-347? BCE; Jowett, Benjamin, 1817-1893 [Translator]",0.3093821785666726
"Pliny, the Younger, 61-112?; Bosanquet, Frederick Charles Tindal [Editor]; Melmoth, William, 1710?-1799 [Translator]",-0.23335492069071
"Plutarch, 46-120?",0.531341314315796
"Pyle, Howard, 1853-1911",0.2113959590911864
"Pérez Galdós, Benito, 1843-1920; Howells, William Dean, 1837-1920 [Author of introduction, etc.]; Serrano, Mary J. (Mary Jane), -1923 [Translator]",0.18338802714406707
"Rabelais, François, 1490?-1553?; Doré, Gustave, 1832-1883 [Illustrator]; Motteux, Peter Anthony, 1660-1718 [Translator]; Urquhart, Thomas, Sir, 1611-1660 [Translator]",0.1594298596333975
"Raine, William MacLeod, 1871-1954",0.7254113600804253
"Raspe, Rudolf Erich, 1737-1794",0.26840343475341744
"Reade, Charles, 1814-1884",0.35660032589511087
"Reed, Myrtle, 1874-1911",0.2593304532245524
"Reeve, Clara, 1729-1807",0.2614222884178159
"Rhodes, W. H. (William Henry), 1822-1876",0.28544534955705897
"Richardson, Major (John), 1796-1852",0.004554087465459696
"Rinehart, Mary Roberts, 1876-1958",0.4250552790326125
"Rohmer, Sax, 1883-1959",0.2337829228994008
"Rousseau, Jean-Jacques, 1712-1778",0.2311530581281228
"Sabatini, Rafael, 1875-1950",0.21087406930469327
"Saint-Pierre, Bernardin de, 1737-1814",-0.17334280014038084
"Sand, George, 1804-1876; Young, Stanley [Translator]",0.38974021182340735
"Schreiner, Olive, 1855-1920",0.07643917460500455
"Scott, Leroy, 1875-1929",0.6797467470169065
"Scott, Walter, 1771-1832",0.26405568904302584
"Service, Robert W. (Robert William), 1874-1958",-0.7802400588989252
"Seton, Ernest Thompson, 1860-1946",0.20696784967710483
"Severy, Melvin L. (Melvin Linwood), 1863-",0.7575025558471681
"Sewell, Anna, 1820-1878",-0.4598094622294109
"Shaw, Bernard, 1856-1950",0.6161479717185473
"Shute, Henry A. (Henry Augustus), 1856-1943",0.7107949690385297
"Sidney, Margaret, 1844-1924",0.5826798609501338
"Sinclair, Upton, 1878-1968",0.6989320446463191
"Smith, Francis Hopkinson, 1838-1915",0.0547095988778507
"Smollett, T. (Tobias), 1721-1771",0.34833185950915013
"Snorri Sturluson, 1179?-1241",-0.8884001308017305
"Stead, Robert J. C., 1880-1959",0.4538282394409178
"Stephens, James, 1882-1950",0.10833639665083455
"Stephens, James, 1882-1950; Rackham, Arthur, 1867-1939 [Illustrator]",0.9086333538623563
"Stewart, Donald Ogden, 1894-1980; Roth, Herb, 1887-1953 [Illustrator]",-0.29284826914469403
"Stratton-Porter, Gene, 1863-1924",0.39266432310974286
"Strindberg, August, 1849-1912; Björkman, Edwin, 1866-1951 [Translator]",0.8720265264096466
"Tacitus, Cornelius, 56-117; Gordon, Thomas, -1750 [Translator]",-0.4208037512642995
"Tagore, Rabindranath, 1861-1941",-0.029302399113493197
"Tarkington, Booth, 1869-1946",0.46042381308486624
"Taylor, Bayard, 1825-1878",0.7609623768290534
"Thackeray, William Makepeace, 1811-1863",0.21561038494110102
"Thanet, Octave, 1850-1934",-0.2329807048890648
"Thoma, Ludwig, 1867-1921; Recht, Charles, 1887-1965 [Translator]",0.641873359680175
"Timrod, Henry, 1828-1867",2.183853149414062
"Tolstoi, Ilia Lvovich, graf, 1866-1933; Calderon, George, 1868-1915 [Translator]",-0.5822992526309588
"Tolstoy, Leo, graf, 1828-1910; Hogarth, C. J., 1869-1942 [Translator]",0.25645146218899684
"Tolstoy, Leo, graf, 1828-1910; Maude, Aylmer, 1858-1938 [Translator]; Maude, Louise, 1855-1939 [Translator]",0.6566549826551366
"Tolstoy, Leo, graf, 1828-1910; Wright, C. T. Hagberg (Charles Theodore Hagberg), 1862-1940 [Editor]",0.1907274072820493
"Trollope, Anthony, 1815-1882",-1.091350555419921
"Turgenev, Ivan Sergeevich, 1818-1883; Townsend, R. S. [Translator]",0.664567276363459
"Twain, Mark, 1835-1910",0.293601428196107
"Twain, Mark, 1835-1910; Paine, Albert Bigelow, 1861-1937 [Compiler]",0.305825961508402
"Van Dyke, Henry, 1852-1933",0.02721705560381903
"Verne, Jules, 1828-1905",-0.33730375626507925
"Von Arnim, Elizabeth, 1866-1941",0.13670793899708542
"Voynich, E. L. (Ethel Lillian), 1864-1960",0.22109725794841326
"Wallace, Edgar, 1875-1932",0.2440752675456385
"Warner, Charles Dudley, 1829-1900",0.2954624851456197
"Waterlow, Sydney, 1878-1944",-0.6160442645733171
"Wells, H. G. (Herbert George), 1866-1946",-0.10749172491713371
"Wharton, Edith, 1862-1937",0.15663940840980026
"White, Stewart Edward, 1873-1946",0.3967385649681091
"Wiggin, Kate Douglas Smith, 1856-1923",-0.18983188029508297
"Wister, Owen, 1860-1938",0.48440383772055295
"Wolf, Emma, 1865-1932",0.10779040899032193
"Wollstonecraft, Mary, 1759-1797",0.876370066688174
"Wood, Henry, Mrs., 1814-1887",0.5303133621956537
"Xenophon, 431 BCE-350? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]",-0.7724430119549788
"Yeats, W. B. (William Butler), 1865-1939",0.7200742721557616
"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",0.16502858062904455
