,6 or higher percentage,5 : 6 percentage,4 : 5 percentage,3 : 4 percentage,2 : 3 percentage,1 : 2 percentage,0 : 1 percentage,0 : -1 percentage,-1 : -2 percentage,-2 : -3 percentage,-3 : -4 percentage,-4 : -5 percentage,-5 : -6 percentage,less than -6 percentage
0,23.77984725022004%,12.431503932313108%,17.5804207716987%,17.772067800459954%,13.662303739246473%,8.591465318985831%,5.929701030635132%,3.4808778853524887%,3.0507367763550155%,2.075466341103319%,1.6240311177990403%,1.2024076545242894%,0.6956077340223162%,0.47698816047244535%
