,6 or higher percentage,5 : 6 percentage,4 : 5 percentage,3 : 4 percentage,2 : 3 percentage,1 : 2 percentage,0 : 1 percentage,0 : -1 percentage,-1 : -2 percentage,-2 : -3 percentage,-3 : -4 percentage,-4 : -5 percentage,-5 : -6 percentage,less than -6 percentage
0,0.0398576512455516%,0.02704626334519573%,0.11530249110320286%,0.696085409252669%,4.234875444839858%,19.799288256227758%,35.87188612099644%,26.814234875444843%,9.753736654804271%,1.8775800711743773%,0.4882562277580071%,0.1295373665480427%,0.08113879003558719%,0.0199288256227758%
